X,Y,month,month_num,day,day_num,temp,wind,rain,RH,FFMC,DMC,DC,ISI,area,log_burned_area,burn_units
4,5,aug,8,wed,3,23.4,5.4,0.0,49,95.2,217.7,690.0,18.0,6.43,2.005525858729668,High Burn
7,4,aug,8,sun,7,19.3,4.9,0.0,61,91.6,181.3,613.0,7.6,0.0,0.0,Low Burn
6,5,aug,8,sun,7,19.1,2.2,0.0,70,92.0,203.2,664.5,8.1,0.0,0.0,Low Burn
5,5,aug,8,sun,7,17.3,4.5,0.0,80,94.0,47.9,100.7,10.7,0.0,0.0,Low Burn
2,4,aug,8,mon,1,27.9,2.2,0.0,33,92.1,207.0,672.6,8.2,2.35,1.208960345836975,High Burn
8,6,aug,8,mon,1,25.5,1.8,0.0,29,92.1,207.0,672.6,8.2,1.23,0.8020015854720274,Low Burn
8,6,aug,8,sat,6,14.2,2.7,0.0,73,89.4,253.6,768.4,9.7,0.0,0.0,Low Burn
8,6,aug,8,mon,1,26.8,1.3,0.0,35,92.1,207.0,672.6,8.2,0.54,0.43178241642553783,Low Burn
1,4,aug,8,fri,5,22.2,3.6,0.0,45,90.6,269.8,811.2,5.5,0.0,0.0,Low Burn
2,4,aug,8,sun,7,20.9,4.9,0.0,66,93.6,235.1,723.1,10.1,15.34,2.7936160894318567,High Burn
8,6,aug,8,thu,4,23.9,6.7,0.0,38,94.8,222.4,698.6,13.9,0.0,0.0,Low Burn
1,3,aug,8,sat,6,23.3,4.0,0.0,40,92.1,178.0,605.3,9.6,6.36,1.9960599327407849,High Burn
3,4,aug,8,sun,7,24.6,4.0,0.0,44,91.6,181.3,613.0,7.6,3.2,1.4350845252893227,High Burn
2,5,aug,8,sat,6,23.6,4.0,0.0,53,93.7,231.1,715.1,8.4,6.43,2.005525858729668,High Burn
2,4,aug,8,wed,3,20.7,2.2,0.0,70,92.2,91.6,503.6,9.6,0.75,0.5596157879354227,Low Burn
3,4,aug,8,sat,6,20.6,0.9,0.0,59,91.8,170.9,692.3,13.7,0.0,0.0,Low Burn
3,4,aug,8,sun,7,26.8,6.3,0.0,38,91.8,175.1,700.7,13.8,0.76,0.5653138090500605,Low Burn
3,4,aug,8,sun,7,11.6,4.5,0.0,87,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
3,4,aug,8,sun,7,19.8,5.4,0.0,39,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
3,4,aug,8,sun,7,19.8,5.4,0.0,39,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
3,4,aug,8,tue,2,14.4,5.4,0.0,66,88.8,147.3,614.5,9.0,0.0,0.0,Low Burn
2,4,aug,8,tue,2,20.1,4.0,0.0,40,94.8,108.3,647.1,17.0,0.0,0.0,Low Burn
4,5,aug,8,sun,7,21.4,3.1,0.0,33,90.2,99.6,631.2,6.3,0.0,0.0,Low Burn
3,4,aug,8,thu,4,19.6,3.1,0.0,36,93.0,75.3,466.6,7.7,0.0,0.0,Low Burn
3,4,aug,8,mon,1,10.3,2.2,0.0,74,91.5,145.4,608.2,10.7,0.0,0.0,Low Burn
3,4,aug,8,mon,1,17.1,5.4,0.0,43,91.5,145.4,608.2,10.7,0.0,0.0,Low Burn
3,5,aug,8,sat,6,17.6,5.8,0.0,52,93.5,139.4,594.2,20.3,0.0,0.0,Low Burn
1,2,aug,8,wed,3,23.3,4.5,0.0,31,95.5,99.9,513.3,13.2,0.55,0.4382549309311553,Low Burn
8,6,aug,8,fri,5,21.2,8.9,0.0,51,90.1,108.0,529.8,12.5,0.61,0.4762341789963716,Low Burn
2,5,aug,8,wed,3,23.8,5.4,0.0,32,95.5,99.9,513.3,13.2,0.77,0.5709795465857378,Low Burn
6,5,aug,8,thu,4,27.4,4.0,0.0,22,95.2,131.7,578.8,10.4,0.9,0.6418538861723948,Low Burn
2,2,aug,8,tue,2,17.4,6.7,0.0,43,94.8,108.3,647.1,17.0,1.07,0.7275486072772778,Low Burn
7,4,aug,8,sun,7,16.4,1.3,0.0,47,94.8,108.3,647.1,17.0,1.56,0.9400072584914712,High Burn
2,2,aug,8,wed,3,18.4,3.6,0.0,45,92.1,111.2,654.1,9.6,1.63,0.9669838461896731,High Burn
2,4,aug,8,wed,3,20.5,4.0,0.0,35,92.1,111.2,654.1,9.6,1.64,0.9707789171582248,High Burn
6,4,aug,8,thu,4,20.3,4.0,0.0,41,95.2,131.7,578.8,10.4,1.9,1.0647107369924282,High Burn
6,5,aug,8,wed,3,16.6,0.9,0.0,47,92.1,111.2,654.1,9.6,2.29,1.1908875647772805,High Burn
6,5,aug,8,wed,3,23.4,4.5,0.0,33,96.0,127.1,570.5,16.5,2.51,1.2556160374777743,High Burn
5,4,aug,8,sun,7,25.7,5.4,0.0,39,91.8,175.1,700.7,13.8,0.09,0.08617769624105233,Low Burn
8,6,aug,8,wed,3,17.4,4.0,0.0,50,85.6,90.4,609.6,6.6,2.69,1.3056264580524357,High Burn
7,4,aug,8,sun,7,20.1,5.4,0.0,39,91.4,142.4,601.4,10.6,2.74,1.3190856114264407,High Burn
1,4,aug,8,sat,6,14.2,1.8,0.0,53,90.2,96.9,624.2,8.9,3.5,1.5040773967762742,High Burn
8,6,aug,8,mon,1,23.4,2.7,0.0,22,91.1,103.2,638.8,5.8,0.0,0.0,Low Burn
1,4,aug,8,sat,6,20.3,4.9,0.0,39,90.2,96.9,624.2,8.9,4.53,1.7101878155342434,High Burn
8,6,aug,8,sun,7,18.2,4.9,0.0,43,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
6,5,aug,8,sat,6,14.7,5.8,0.0,59,90.2,96.9,624.2,8.9,0.0,0.0,Low Burn
8,6,aug,8,sun,7,22.2,5.4,0.0,29,92.3,85.3,488.0,14.7,0.0,0.0,Low Burn
8,6,aug,8,mon,1,24.1,3.1,0.0,27,92.3,88.9,495.6,8.5,0.0,0.0,Low Burn
8,6,aug,8,mon,1,8.0,2.2,0.0,86,91.5,145.4,608.2,10.7,0.0,0.0,Low Burn
6,5,aug,8,fri,5,17.0,6.7,0.0,72,63.5,70.8,665.3,0.8,0.0,0.0,Low Burn
7,4,aug,8,sat,6,19.5,5.8,0.0,43,90.2,110.9,537.4,6.2,0.0,0.0,Low Burn
7,4,aug,8,sat,6,23.7,5.8,0.0,32,93.5,139.4,594.2,20.3,0.0,0.0,Low Burn
7,4,aug,8,sun,7,16.3,5.4,0.0,60,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
4,4,aug,8,sat,6,18.4,6.7,0.0,42,90.2,96.9,624.2,8.9,0.0,0.0,Low Burn
4,4,aug,8,tue,2,16.6,5.4,0.0,54,94.8,108.3,647.1,17.0,0.0,0.0,Low Burn
4,3,aug,8,sun,7,21.5,2.2,0.0,34,90.2,99.6,631.2,6.3,0.0,0.0,Low Burn
4,3,aug,8,wed,3,20.4,4.9,0.0,42,92.1,111.2,654.1,9.6,0.0,0.0,Low Burn
4,3,aug,8,wed,3,20.4,4.9,0.0,42,92.1,111.2,654.1,9.6,0.0,0.0,Low Burn
4,3,aug,8,thu,4,17.6,3.6,0.0,45,91.7,114.3,661.3,6.3,0.0,0.0,Low Burn
2,2,aug,8,thu,4,18.8,4.9,0.0,35,93.0,75.3,466.6,7.7,0.0,0.0,Low Burn
2,2,aug,8,sun,7,20.8,2.7,0.0,33,90.2,99.6,631.2,6.3,0.0,0.0,Low Burn
2,2,aug,8,mon,1,23.1,3.1,0.0,31,91.1,103.2,638.8,5.8,0.0,0.0,Low Burn
2,2,aug,8,thu,4,18.6,4.5,0.0,44,91.7,114.3,661.3,6.3,0.0,0.0,Low Burn
5,4,aug,8,tue,2,17.3,4.5,0.0,43,88.8,147.3,614.5,9.0,0.0,0.0,Low Burn
1,2,aug,8,fri,5,14.7,2.7,0.0,66,90.1,108.0,529.8,12.5,0.0,0.0,Low Burn
1,2,aug,8,tue,2,21.6,6.7,0.0,19,91.0,121.2,561.6,7.0,0.0,0.0,Low Burn
1,2,aug,8,sun,7,19.5,6.3,0.0,39,91.4,142.4,601.4,10.6,0.0,0.0,Low Burn
1,2,aug,8,sun,7,17.9,2.2,0.0,44,90.2,99.6,631.2,6.3,0.0,0.0,Low Burn
1,2,aug,8,tue,2,18.6,4.5,0.0,51,94.8,108.3,647.1,17.0,0.0,0.0,Low Burn
1,2,aug,8,wed,3,16.6,0.9,0.0,47,92.1,111.2,654.1,9.6,0.0,0.0,Low Burn
1,2,aug,8,thu,4,20.2,3.6,0.0,45,91.7,114.3,661.3,6.3,0.0,0.0,Low Burn
8,6,aug,8,sun,7,20.8,6.3,0.0,32,92.3,85.3,488.0,14.7,0.0,0.0,Low Burn
2,5,aug,8,sun,7,19.2,2.7,0.0,44,90.2,99.6,631.2,6.3,4.69,1.7387102481382397,High Burn
8,6,aug,8,thu,4,20.7,2.2,0.0,45,95.2,131.7,578.8,10.4,2.55,1.2669476034873244,High Burn
8,6,aug,8,sun,7,16.2,3.1,0.0,59,90.2,99.6,631.2,6.3,32.07,3.4986265269937014,High Burn
8,6,aug,8,fri,5,20.8,4.9,0.0,34,93.9,135.7,586.7,15.1,6.96,2.0744289998562917,High Burn
2,5,aug,8,thu,4,24.2,2.7,0.0,28,95.2,131.7,578.8,10.4,8.68,2.2700619012884857,High Burn
2,2,aug,8,tue,2,24.6,4.5,0.0,22,94.8,108.3,647.1,17.0,8.71,2.2731562823032334,High Burn
8,6,aug,8,sat,6,16.4,4.0,0.0,43,92.2,81.8,480.8,11.9,71.3,4.280824129164719,High Burn
8,6,aug,8,sun,7,19.6,5.8,0.0,41,91.4,142.4,601.4,10.6,196.48,5.285637313390662,High Burn
8,6,aug,8,sat,6,20.1,4.5,0.0,34,92.2,81.8,480.8,11.9,58.3,4.08260930600368,High Burn
2,5,aug,8,fri,5,23.5,5.4,0.0,36,93.9,135.7,586.7,15.1,10.02,2.3997118037247684,High Burn
2,2,aug,8,sat,6,22.9,7.2,0.0,31,93.5,139.4,594.2,20.3,15.45,2.800325477211381,High Burn
2,2,aug,8,tue,2,24.6,4.5,0.0,22,94.8,108.3,647.1,17.0,10.01,2.3988039507345884,High Burn
2,4,aug,8,sun,7,22.4,7.6,0.0,54,91.8,175.1,700.7,13.8,2.87,1.3532545070416904,High Burn
7,4,aug,8,sat,6,5.1,5.8,0.0,96,93.5,139.4,594.2,20.3,26.0,3.295836866004329,High Burn
7,4,aug,8,sun,7,21.9,7.6,1.0,73,91.8,175.1,700.7,13.8,0.0,0.0,Low Burn
2,4,aug,8,sun,7,15.4,4.0,0.0,66,94.2,122.3,589.9,12.9,10.13,2.4096441652874536,High Burn
8,6,aug,8,tue,2,14.4,5.4,0.0,66,88.8,147.3,614.5,9.0,5.23,1.8293763327993617,High Burn
1,2,sep,9,thu,4,25.4,2.2,0.0,27,92.9,137.0,706.4,9.2,0.0,0.0,Low Burn
2,4,sep,9,sat,6,24.1,4.5,0.0,29,92.5,121.1,674.4,8.6,0.0,0.0,Low Burn
4,4,sep,9,sun,7,17.8,1.3,0.0,64,89.7,90.0,704.4,4.8,0.0,0.0,Low Burn
1,3,sep,9,fri,5,19.1,2.2,0.0,46,91.1,91.3,738.1,7.2,0.33,0.2851789422336624,Low Burn
5,4,sep,9,fri,5,16.2,3.6,0.0,58,90.3,290.0,855.3,7.4,0.0,0.0,Low Burn
2,5,sep,9,fri,5,16.2,3.6,0.0,58,90.3,290.0,855.3,7.4,9.96,2.3942522815198695,High Burn
1,2,sep,9,sun,7,25.3,3.6,0.0,36,93.5,149.3,728.6,8.1,0.0,0.0,Low Burn
1,2,sep,9,thu,4,22.4,2.2,0.0,34,92.9,137.0,706.4,9.2,0.0,0.0,Low Burn
4,4,sep,9,sun,7,16.9,1.3,0.0,60,92.4,124.1,680.7,8.5,29.48,3.4170707308184456,High Burn
7,4,sep,9,fri,5,20.1,4.9,0.0,47,94.3,85.1,692.3,15.9,26.13,3.3006401266708405,High Burn
7,4,sep,9,thu,4,19.4,3.6,0.0,45,89.7,287.2,849.3,6.8,0.0,0.0,Low Burn
1,2,sep,9,thu,4,21.5,0.9,0.0,15,92.9,137.0,706.4,9.2,0.0,0.0,Low Burn
7,4,sep,9,wed,3,10.5,4.0,0.0,77,89.7,284.9,844.0,10.1,0.0,0.0,Low Burn
1,3,sep,9,mon,1,12.4,6.3,0.0,73,88.6,91.8,709.9,7.1,30.32,3.4442568711226023,High Burn
4,5,sep,9,sat,6,20.3,3.1,0.0,45,92.5,88.0,698.6,7.1,0.0,0.0,Low Burn
1,4,sep,9,sun,7,19.0,2.2,0.0,52,89.6,84.1,714.3,5.7,0.0,0.0,Low Burn
3,4,sep,9,sun,7,22.8,3.6,0.0,39,89.7,90.0,704.4,4.8,0.0,0.0,Low Burn
2,4,sep,9,wed,3,21.8,2.2,0.0,34,87.9,84.8,725.1,3.7,6.04,1.951608170169951,High Burn
6,5,sep,9,sat,6,17.0,4.9,0.0,67,87.1,291.3,860.6,4.0,3.95,1.599387576580599,High Burn
4,5,sep,9,thu,4,22.1,1.8,0.0,34,92.9,137.0,706.4,9.2,14.57,2.745345985845907,High Burn
4,3,sep,9,fri,5,19.9,3.1,0.0,44,90.3,290.0,855.3,7.4,7.8,2.174751721484161,High Burn
2,5,sep,9,mon,1,21.9,1.8,0.0,39,90.9,126.5,686.5,7.0,0.47,0.3852624007906449,Low Burn
3,6,sep,9,mon,1,15.6,3.1,0.0,66,90.9,126.5,686.5,7.0,0.0,0.0,Low Burn
3,6,sep,9,sun,7,17.2,1.3,0.0,58,92.4,124.1,680.7,8.5,0.0,0.0,Low Burn
4,6,sep,9,thu,4,17.6,3.1,0.0,42,93.7,80.9,685.2,17.9,0.0,0.0,Low Burn
3,5,sep,9,fri,5,17.2,3.1,0.0,43,93.5,149.3,728.6,8.1,0.0,0.0,Low Burn
3,4,sep,9,fri,5,19.8,5.4,0.0,50,94.3,85.1,692.3,15.9,0.0,0.0,Low Burn
3,4,sep,9,tue,2,17.9,3.1,0.0,45,84.4,73.4,671.9,3.2,0.0,0.0,Low Burn
3,4,sep,9,sun,7,22.5,5.4,0.0,42,92.4,124.1,680.7,8.5,0.0,0.0,Low Burn
7,5,sep,9,tue,2,20.7,2.2,0.0,37,91.0,129.5,692.6,7.0,17.2,2.9014215940827497,High Burn
1,3,sep,9,sat,6,22.3,4.0,0.0,48,91.2,94.3,744.4,8.4,0.72,0.5423242908253617,Low Burn
4,5,sep,9,wed,3,19.4,1.3,0.0,19,92.9,133.3,699.6,9.2,31.72,3.487986511734546,High Burn
8,3,sep,9,thu,4,23.2,4.9,0.0,26,93.7,80.9,685.2,17.9,23.41,3.1949928844048685,High Burn
3,4,sep,9,mon,1,18.9,2.7,0.0,35,91.8,78.5,724.3,9.2,0.0,0.0,Low Burn
4,5,sep,9,mon,1,17.4,5.4,0.0,56,88.6,91.8,709.9,7.1,0.0,0.0,Low Burn
6,5,sep,9,fri,5,19.6,6.3,0.0,33,92.4,117.9,668.0,12.2,19.23,3.007166651179654,High Burn
7,4,sep,9,wed,3,15.4,4.5,0.0,57,90.1,82.9,735.7,6.2,37.71,3.6560979645895566,High Burn
5,4,sep,9,fri,5,27.6,1.3,0.0,30,93.3,141.2,713.9,13.9,0.0,0.0,Low Burn
6,3,sep,9,fri,5,20.6,1.8,0.0,37,88.6,69.7,706.8,5.8,0.0,0.0,Low Burn
6,3,sep,9,mon,1,11.2,7.6,0.0,78,88.6,91.8,709.9,7.1,0.0,0.0,Low Burn
6,3,sep,9,fri,5,25.4,3.6,0.0,24,94.3,85.1,692.3,15.9,0.0,0.0,Low Burn
6,3,sep,9,sun,7,22.8,3.6,0.0,39,93.5,149.3,728.6,8.1,0.0,0.0,Low Burn
6,3,sep,9,sat,6,30.2,2.7,0.0,24,93.4,145.4,721.4,8.1,0.0,0.0,Low Burn
7,4,sep,9,mon,1,19.4,1.3,0.0,48,90.9,126.5,686.5,7.0,0.0,0.0,Low Burn
7,4,sep,9,fri,5,19.0,5.8,0.0,34,92.4,117.9,668.0,12.2,0.0,0.0,Low Burn
2,2,sep,9,sat,6,18.2,1.8,0.0,46,92.5,121.1,674.4,8.6,200.94,5.307970623576175,High Burn
1,2,sep,9,tue,2,18.8,2.2,0.0,40,91.0,129.5,692.6,7.0,212.88,5.365415110080531,High Burn
5,4,sep,9,mon,1,19.1,2.7,0.0,38,91.8,78.5,724.3,9.2,0.0,0.0,Low Burn
6,4,sep,9,tue,2,18.3,2.7,0.0,40,91.0,129.5,692.6,7.0,0.0,0.0,Low Burn
6,5,sep,9,fri,5,22.9,5.4,0.0,44,93.3,141.2,713.9,13.9,0.0,0.0,Low Burn
6,5,sep,9,wed,3,26.4,4.5,0.0,21,92.9,133.3,699.6,9.2,0.0,0.0,Low Burn
6,5,sep,9,mon,1,21.3,2.2,0.0,42,90.9,126.5,686.5,7.0,0.0,0.0,Low Burn
6,5,sep,9,sat,6,25.1,4.0,0.0,27,92.5,121.1,674.4,8.6,1090.84,6.995619625423205,High Burn
7,5,sep,9,sat,6,19.3,4.0,0.0,38,92.8,73.2,713.0,22.6,0.0,0.0,Low Burn
7,5,sep,9,sat,6,17.8,7.2,0.0,51,92.5,88.0,698.6,7.1,0.0,0.0,Low Burn
7,5,sep,9,sat,6,22.8,4.0,0.0,40,92.5,88.0,698.6,7.1,0.0,0.0,Low Burn
8,6,sep,9,tue,2,13.1,5.4,0.0,63,91.0,129.5,692.6,7.0,0.0,0.0,Low Burn
6,3,sep,9,sun,7,17.7,3.6,0.0,39,91.7,75.6,718.3,7.8,0.0,0.0,Low Burn
3,4,sep,9,fri,5,18.6,3.6,0.0,49,93.3,141.2,713.9,13.9,35.88,3.607669398688393,High Burn
6,3,sep,9,mon,1,21.2,2.7,0.0,32,91.8,78.5,724.3,9.2,0.0,0.0,Low Burn
4,5,sep,9,sat,6,17.7,3.1,0.0,25,92.5,121.1,674.4,8.6,154.88,5.049086480470509,High Burn
1,5,sep,9,tue,2,21.6,2.2,0.0,33,91.0,129.5,692.6,7.0,11.53,2.528125768907977,High Burn
4,5,sep,9,fri,5,17.7,3.6,0.0,37,94.3,85.1,692.3,15.9,0.0,0.0,Low Burn
2,2,sep,9,fri,5,19.6,6.3,0.0,33,92.4,117.9,668.0,12.2,0.0,0.0,Low Burn
1,4,sep,9,sun,7,14.5,7.6,0.0,76,91.0,276.3,825.1,7.1,3.71,1.5496879080283263,High Burn
2,2,sep,9,fri,5,19.6,5.4,0.0,33,92.4,117.9,668.0,12.2,0.0,0.0,Low Burn
2,2,sep,9,fri,5,23.0,4.5,0.0,37,92.4,117.9,668.0,12.2,0.0,0.0,Low Burn
4,4,sep,9,sun,7,22.9,4.9,0.0,39,93.5,149.3,728.6,8.1,48.55,3.902982260775997,High Burn
4,6,sep,9,sun,7,28.3,3.1,0.0,26,93.5,149.3,728.6,8.1,64.1,4.175924549214524,High Burn
4,3,sep,9,tue,2,17.8,4.9,0.0,63,90.3,80.7,730.2,6.3,0.0,0.0,Low Burn
4,3,sep,9,thu,4,27.7,2.2,0.0,24,92.9,137.0,706.4,9.2,0.0,0.0,Low Burn
4,4,sep,9,wed,3,26.4,4.5,0.0,21,92.9,133.3,699.6,9.2,88.49,4.494126887194767,High Burn
1,5,sep,9,sun,7,27.8,3.1,0.0,27,93.5,149.3,728.6,8.1,95.18,4.566221435849517,High Burn
6,4,sep,9,tue,2,18.7,2.7,0.0,43,91.0,129.5,692.6,7.0,103.39,4.648133885420207,High Burn
4,4,sep,9,thu,4,20.8,1.3,0.0,17,92.9,137.0,706.4,9.2,0.0,0.0,Low Burn
5,6,sep,9,mon,1,14.7,3.6,0.0,70,90.9,126.5,686.5,7.0,0.0,0.0,Low Burn
5,6,sep,9,wed,3,25.9,4.0,0.0,24,94.3,85.1,692.3,15.9,0.0,0.0,Low Burn
4,4,sep,9,wed,3,12.9,4.9,0.0,74,90.1,82.9,735.7,6.2,0.0,0.0,Low Burn
4,4,sep,9,sat,6,19.6,2.7,0.0,48,92.5,88.0,698.6,7.1,0.0,0.0,Low Burn
9,4,sep,9,tue,2,24.3,3.1,0.0,36,84.4,73.4,671.9,3.2,105.66,4.669646205172456,High Burn
6,3,sep,9,tue,2,18.2,4.5,0.0,62,90.3,80.7,730.2,6.3,0.0,0.0,Low Burn
2,4,sep,9,mon,1,22.6,3.6,0.0,38,63.5,70.8,665.3,0.8,11.32,2.511223958105374,High Burn
1,4,sep,9,tue,2,21.7,2.2,0.0,38,91.0,129.5,692.6,7.0,0.43,0.35767444427181594,Low Burn
8,3,sep,9,tue,2,24.2,3.6,0.0,28,84.4,73.4,671.9,3.2,0.96,0.6729444732424258,Low Burn
1,4,sep,9,mon,1,18.1,3.1,0.0,54,92.1,87.7,721.1,9.5,2.13,1.1410330045520618,High Burn
2,3,sep,9,mon,1,18.0,5.4,0.0,51,91.6,108.4,764.0,6.2,0.0,0.0,Low Burn
4,3,sep,9,mon,1,9.8,1.8,0.0,86,91.6,108.4,764.0,6.2,0.0,0.0,Low Burn
7,4,sep,9,mon,1,19.3,2.2,0.0,44,91.6,108.4,764.0,6.2,0.0,0.0,Low Burn
6,3,sep,9,mon,1,23.0,2.2,0.0,34,91.6,108.4,764.0,6.2,56.04,4.04375277610604,High Burn
8,6,sep,9,mon,1,22.7,2.2,0.0,35,91.6,108.4,764.0,6.2,7.48,2.1377104498038118,High Burn
2,4,sep,9,mon,1,20.4,1.8,0.0,41,91.6,108.4,764.0,6.2,1.47,0.9042181506398859,High Burn
2,5,sep,9,mon,1,19.3,2.2,0.0,44,91.6,108.4,764.0,6.2,3.93,1.5953389880545987,High Burn
8,6,sep,9,mon,1,15.7,2.2,0.0,51,91.9,111.7,770.3,6.5,0.0,0.0,Low Burn
6,3,sep,9,mon,1,20.6,1.8,0.0,37,91.5,130.1,807.1,7.5,0.0,0.0,Low Burn
4,4,sep,9,sat,6,17.1,2.2,0.0,41,91.2,124.4,795.3,8.5,11.22,2.503073953743449,High Burn
8,6,sep,9,mon,1,15.9,4.5,0.0,51,91.5,130.1,807.1,7.5,2.18,1.1568811967920856,High Burn
2,2,sep,9,mon,1,16.8,3.1,0.0,43,91.5,130.1,807.1,7.5,5.83,1.9213246735826988,High Burn
1,4,sep,9,mon,1,21.3,2.2,0.0,35,91.5,130.1,807.1,7.5,28.19,3.3738261848660236,High Burn
5,4,sep,9,fri,5,10.1,3.6,0.0,75,92.1,99.0,745.3,9.6,0.0,0.0,Low Burn
3,4,sep,9,fri,5,17.4,4.5,0.0,57,92.1,99.0,745.3,9.6,0.0,0.0,Low Burn
5,4,sep,9,fri,5,12.8,3.6,0.0,64,92.1,99.0,745.3,9.6,1.64,0.9707789171582248,High Burn
5,4,sep,9,fri,5,10.1,3.6,0.0,75,92.1,99.0,745.3,9.6,3.71,1.5496879080283263,High Burn
4,4,sep,9,fri,5,15.4,6.3,0.0,53,92.1,99.0,745.3,9.6,7.31,2.1174596088673567,High Burn
7,4,sep,9,fri,5,20.6,3.6,0.0,43,92.1,99.0,745.3,9.6,2.03,1.1085626195212777,High Burn
3,4,sep,9,thu,4,22.8,4.0,0.0,46,91.1,88.2,731.7,8.3,4.95,1.7833912195575383,High Burn
7,4,sep,9,fri,5,18.7,2.2,0.0,50,92.1,99.0,745.3,9.6,5.97,1.9416152247724325,High Burn
6,3,sep,9,mon,1,12.2,4.9,0.0,66,91.5,130.1,807.1,7.5,6.1,1.9600947840472698,High Burn
7,4,sep,9,sat,6,21.5,4.5,0.0,28,91.2,124.4,795.3,8.5,15.64,2.8118094353930627,High Burn
3,3,sep,9,sat,6,24.2,3.1,0.0,27,92.2,102.3,751.5,8.4,6.58,2.0255131996542803,High Burn
4,3,sep,9,sat,6,23.5,4.0,0.0,27,92.2,102.3,751.5,8.4,3.33,1.4655675420143985,High Burn
7,4,sep,9,sun,7,17.1,5.4,0.0,53,89.6,84.1,714.3,5.7,0.41,0.3435897043900769,Low Burn
3,4,sep,9,sun,7,23.8,3.6,0.0,35,89.6,84.1,714.3,5.7,5.18,1.8213182714695995,High Burn
2,4,sep,9,sun,7,16.0,1.8,0.0,45,92.4,105.8,758.1,9.9,0.0,0.0,Low Burn
2,4,sep,9,sun,7,24.9,2.2,0.0,27,92.4,105.8,758.1,9.9,0.0,0.0,Low Burn
7,4,sep,9,sun,7,25.3,2.7,0.0,27,92.4,105.8,758.1,9.9,0.0,0.0,Low Burn
6,3,sep,9,sun,7,24.8,1.8,0.0,28,92.4,105.8,758.1,9.9,14.29,2.727199019940971,High Burn
2,4,sep,9,sun,7,12.2,6.3,0.0,78,50.4,46.2,706.6,0.4,0.0,0.0,Low Burn
6,5,sep,9,wed,3,24.3,4.9,0.0,27,92.6,115.4,777.1,8.8,0.0,0.0,Low Burn
4,4,sep,9,wed,3,19.7,1.8,0.0,41,92.6,115.4,777.1,8.8,1.58,0.9477893989335261,High Burn
3,4,sep,9,wed,3,18.5,2.7,0.0,30,91.2,134.7,817.5,7.2,0.0,0.0,Low Burn
4,5,sep,9,thu,4,18.6,5.8,0.0,24,92.4,96.2,739.4,8.6,0.0,0.0,Low Burn
4,4,sep,9,thu,4,19.2,4.9,0.0,24,92.4,96.2,739.4,8.6,3.78,1.5644405465033644,High Burn
6,5,sep,9,thu,4,21.6,2.2,0.0,27,92.8,119.0,783.5,7.5,0.0,0.0,Low Burn
5,4,sep,9,thu,4,21.6,6.3,0.0,28,92.8,119.0,783.5,7.5,4.41,1.6882490928583902,High Burn
6,3,sep,9,thu,4,18.9,7.2,0.0,34,92.8,119.0,783.5,7.5,34.36,3.5655812377694427,High Burn
1,4,sep,9,thu,4,16.8,4.0,0.0,28,92.8,119.0,783.5,7.5,7.21,2.105352923464337,High Burn
6,5,sep,9,thu,4,16.8,4.0,0.0,28,92.8,119.0,783.5,7.5,1.01,0.6981347220709844,Low Burn
3,5,sep,9,thu,4,12.9,2.7,0.0,39,90.7,136.9,822.8,6.8,2.18,1.1568811967920856,High Burn
6,5,sep,9,thu,4,13.7,1.8,0.0,56,88.1,53.3,726.9,5.4,4.42,1.6900958154515549,High Burn
1,4,sep,9,sat,6,24.2,3.1,0.0,27,92.2,102.3,751.5,8.4,0.0,0.0,Low Burn
5,4,sep,9,sat,6,24.1,3.1,0.0,27,92.2,102.3,751.5,8.4,0.0,0.0,Low Burn
6,5,sep,9,sat,6,21.2,2.2,0.0,32,92.2,102.3,751.5,8.4,0.0,0.0,Low Burn
6,5,sep,9,sat,6,19.7,1.8,0.0,35,92.2,102.3,751.5,8.4,0.0,0.0,Low Burn
4,4,sep,9,fri,5,20.8,4.9,0.0,35,92.1,99.0,745.3,9.6,13.06,2.643333886382519,High Burn
4,4,sep,9,fri,5,20.8,4.9,0.0,35,92.1,99.0,745.3,9.6,1.26,0.8153648132841945,Low Burn
7,4,sep,9,fri,5,19.8,2.7,0.0,47,92.1,99.0,745.3,9.6,1.72,1.000631880307906,High Burn
6,3,sep,9,fri,5,19.7,2.7,0.0,39,92.5,122.0,789.7,10.2,0.0,0.0,Low Burn
4,5,sep,9,thu,4,21.5,0.9,0.0,15,92.9,137.0,706.4,9.2,11.06,2.4898941912990393,High Burn
2,4,sep,9,sat,6,28.6,2.2,0.0,27,93.4,145.4,721.4,8.1,1.61,0.959350221334602,High Burn
1,3,sep,9,sun,7,21.9,4.0,0.0,43,91.0,276.3,825.1,7.1,70.76,4.27332721775054,High Burn
2,5,sep,9,wed,3,18.3,2.2,0.0,45,90.1,82.9,735.7,6.2,4.88,1.7715567619105355,High Burn
8,6,sep,9,fri,5,20.7,2.7,0.0,46,91.1,91.3,738.1,7.2,30.18,3.4397768636296306,High Burn
1,3,sep,9,sun,7,23.9,6.7,0.0,32,92.4,124.1,680.7,8.5,5.33,1.8453002361560848,High Burn
